Tanggal,Nama Pengguna,Rating,Reviews Text
6/14/2025,Pengguna Google,5,"Rekomendasi banget untuk pemula aplikasi pintu, udah super simple & bersih, Cocok bagt untuk pemula seperti saya, minimal beli Rp 11.000. mau Investar Jangka panjang Pintu solusinya, Fakus ke DCA mingguan, gak mau ribet, stabil, Simple, dan banyak edukasi. Saya juga pemula dan sangat Saya Sarankan pakai apk pintu, sudahh amann dann di awasi resmi BAPPEBTI(Badan Pengawas Perdagangan Berjangka komoditi) sudah di pakai jutaan pengguna. @harlanradisy462 #InvestasiCryptodipintu"
6/14/2025,Pengguna Google,5,keren banget
6/14/2025,Pengguna Google,5,Bagus Mantap...Pertahankan Terus...dan Makin Tingkatkan Keamanan agar kita semua Makin Nyaman Trading di PINTU
6/14/2025,Pengguna Google,5,apk yang sangat membantu simpel dan gampang untuk di pelajari investasi jadi lebih mudah dan operation nya ngga ribet
6/14/2025,Pengguna Google,5,"min tolong perbaiki bug nya banyak orang pas buka apk pintu gak bisa di klik/ di sentuh ganggu bangt pas mau buy, utamaya di pintu pro futures parah banget"
6/14/2025,Pengguna Google,5,good
6/14/2025,Pengguna Google,5,"Sudah coba beberapa aplikasi jual beli kripto, tapi Pintu yang paling nyaman,, gampang dipahami, dan cocok banget buat yang baru mulai investasi crypto Banyak pilihan koin populer, dan proses deposit/withdraw juga cepat @Rendik1994 #InvestasicryptodiPintu"
6/14/2025,Pengguna Google,5,sangat cepat dan akurat
6/14/2025,Pengguna Google,5,Mudah2an saya berhasil
6/14/2025,Pengguna Google,5,"Sejak pertama kali buka Aplikasi Pintu beneran jatuh hati banget mo apapun gampang gak ribet dan yang pastinya aman untuk jual/ beli bitcoin crypto. Wallet Pintu mantap bingit,,,, @cepnurhakim03530 #InvestasiCryptodiPint"
6/14/2025,Pengguna Google,4,coba
6/14/2025,Pengguna Google,5,Kode reward : @apitsudarmaji Tips untuk pemula jangan serakah dan tetap tenang
6/14/2025,Pengguna Google,5,aplikasi yang bisa di percaya karena sudah di awasi oleh OJK dan bappeti fitur yang di tawarkan sangat mudah di gunakan oleh pemula seperti saya proses transaksi sangat cepat dan aman @YOGI LESMANA #belajar investasi crypto#InvestasiCryptodiPintu#bitcoin crypto wallet#aplikasi trading crypto
6/13/2025,Pengguna Google,4,jaringan banyak pilihan
6/13/2025,Pengguna Google,5,"walaupun belum lama saya pakai Aplikasi ini,tapi jujur aplikasi ini sangat mudah untuk di pahami untuk melakukan Transaksi Bitcoin Crypto maupun yg lainnya,Terutama untuk melakukan investasi,sangat simpel dan gak ribet,dan yg pastinya Aman terpercaya, good job lah untuk aplikasinya,semoga Lancar terus GK ada masalah kedepannya. @yudanholik686 #InvestasiCryptodiPintu"
6/13/2025,Pengguna Google,5,Baru pertama kali investasi Crypto nemu aplikasi pintu yang tidak rumit semua nya di permudah bahkan penarikan dana dan deposit secepat kilat!! dan mudah di pahami.. cocok untuk pemula yg ingin berinvestasi di aplikasi ini tidak rumit dan tidak usah khawatir uang anda pasti terjamin di aplikasi pintu... Mantapp!!! @zahidalfaqih2442 #Belajarinvestcrypto
6/13/2025,Pengguna Google,1,aplikasi maling
6/13/2025,Pengguna Google,3,top up menggunakan qris tidak bisa
6/13/2025,Pengguna Google,5,aplikasi bagus mudah digunakan
6/13/2025,Pengguna Google,5,ok
6/13/2025,Pengguna Google,5,sangat cocok buat pemula
6/13/2025,Pengguna Google,5,mau tanya saat aset saya turun sampai nol hilang apa tidak. tolong penjelasannya soalnya saya masih pemula
6/13/2025,Pengguna Google,4,𝑇𝑖𝑛𝑔𝑘𝑎𝑡 𝑘𝑎𝑛 𝑡𝑒𝑟𝑢𝑠...
6/13/2025,Pengguna Google,1,"JANGAN COBA2 INSTAL, KLO TIDAK INGIN UANG ANDA HILANG, APLIKASI SAMPAH DANA SAYA 2.500$ DI WEB3 TIBA-TIBA HILANG, SUDAH LAPOR DI CS TAPI TIDAK ADA TANGGAPAN, malah kita di suruh deposit lagi untuk mengaktifkan AKUN lagi."
6/13/2025,Pengguna Google,5,"aplikasi pintu ini mudah banget digunakannya saya dan prosesnya cepat , pembelian juga bisa menggunakan Ewallet kalo kita ga punya rekening..mudah banget dech..@fatmawati.ai720"
6/13/2025,Pengguna Google,5,"knp saya kasih bintang 5 karna kalok bintang 1 ga di baca nanti di hapus sistemnya . aku udh deposit 100 RB kebitcoin udh 1 Minggu lebih aku ambil / tarik 100 RB malah ga bisa udh di coba ke akun bank permata sama bank mandiri . jangan download aplikasi ini penipuan, pembohong kalok sampe kalian deposit ke apk ini boncos Kalian kayak duit lenyap dimakan rayap / koruptor tapi ini beda ini apk jadi duit kalian ga bisa di ambil di apk itu terus selamanya kayak tikus kecemplung got."
6/13/2025,Pengguna Google,4,Bagus sih cuma sering bug seperti lama saat di encet sama chartnya lambat saran nih kalau bisa chartnya dibikin cepat milidetik
6/13/2025,Pengguna Google,5,sangat bagus untuk melakukan investasi disini
6/13/2025,Pengguna Google,5,Amazing ✅💯👍🏼
6/13/2025,Pengguna Google,1,mau withdraw bank reject.. pdhl depo pke bank tsb...payah...untung depo dikit mau coba....ehhhh ..amsyong...bnr2 sampah...
6/13/2025,Pengguna Google,5,baik
6/13/2025,Pengguna Google,5,"Baru coba Pintu Crypto, ternyata enak banget buat pemula! UI-nya bersih, fitur lengkap, transaksi cepat, dan support-nya responsif. Recommended!! @immacimmo #InvestasiCryptodiPintu"
6/13/2025,Pengguna Google,1,kehilangan moment cuma karna WD nya lelet
6/13/2025,Pengguna Google,5,simple
6/13/2025,Pengguna Google,5,good
6/13/2025,Pengguna Google,5,app bagusss
6/13/2025,Pengguna Google,1,lemot banget
6/13/2025,Pengguna Google,5,"Tidak diragukan lagi Aplikasi yang sangat bagus tidak terasa sudah 3 tahun lebih menggunakan PINTU, aplikasi ini sudah mampu bersaing dengan aplikasi yang serupa yang notabene aplikasi BESAR. Transaksi cepat, Pelayanan, Pengaduan ditanggapi dengan cepat. tetap dan terus maju untuk aplikasi PINTU. @seblakcobek#InvestasiCryptodiPintu"
6/13/2025,Pengguna Google,5,koin lends nya lama banget mentenence nya udah masuk bulan ke 6 belum beres beres .
6/13/2025,Pengguna Google,5,"Baru pertama kali coba aplikasi Pintu dan langsung jatuh cinta! 😍 UI/UX-nya super friendly, fitur lengkap banget mulai dari bitcoin crypto wallet, aplikasi trading crypto, sampai belajar investasi crypto buat pemula kayak aku. Sekarang beli jual aset crypto tinggal klik-klik doang. Gak nyangka bisa semudah ini! @anwrzahd1406 #InvestasiCryptodiPintu"
6/13/2025,Pengguna Google,5,oke kak
6/13/2025,Pengguna Google,1,Aplikasi Exchange terlemot yang pernah tak pakai. Parah banget lemotnya
6/13/2025,Pengguna Google,5,@blackroseetanol460 aplikasi pintu juga aplikasi trading crypto yang gampang banget digunakan lho. Pilihan aset crypto-nya banyak dan ada fitur Web3 Wallet juga. untuk penarikan juga lebih cepat tanpa ada kendala . pokok suka aplikasi ini bagus bagt
6/13/2025,Pengguna Google,4,"Cukup bagus tapi sering kalo mau deposit gagal terus. pake qris, pake antar bank, gagal terus sampe berulang ulang tetep gagal. padahal biasanya bisa pake cara tsb."
6/13/2025,Pengguna Google,5,*MENGAPA KITA PERLU MEMILIKI BISNIS SENDIRI?*😍 *Pertama : Aturannya telah berubah.*❗ Tidak adalagi yang dinamakan pekerjaan yang AMAN dan NYAMAN. Banyak sekali perusahaan-perusahan besar yang bernasib seperti Dinosaurus yaitu punah. Dan itu berdampak pada pengurangan tenaga kerja besar-besaran. MAKA satu-satunya cara untuk memastikan masa depan yang Aman bagi Anda andalah dengan mengontrol masa depan itu. Anda perlu memiliki bisnis sendiri. *Kedua : Sekarang ini kita tinggal di Abad Baru
6/13/2025,Pengguna Google,5,nice
6/12/2025,Pengguna Google,5,"pertama kali belajar investasi di pintu, apk nya ga ribet, fiturnya banyak, biaya fee nya juga terjangkau proses deposit dan widrawl cepat @margi7 #investasicryptodipintu"
6/12/2025,Pengguna Google,5,mantab
6/12/2025,Pengguna Google,1,"APLIKASI PENIPUAN, JANGAN INSTAL KALAU MAU AMAN MASIH BANYAK APLIKASI YANG LAIN YANG LEBIH BISA DI PERCAYA."
6/12/2025,Pengguna Google,5,sangat mudah digunakan dan dimengerti
6/12/2025,Pengguna Google,5,senang sekali mengunakan pintu.tapi pernah kejadian mining usdt uang saya hilang di retas org
6/12/2025,Pengguna Google,1,Pintu pro bug nya diberesin bosss...capek gw kehilangan moment terus lama2 gw tinggalin juga nih exchange
6/12/2025,Pengguna Google,1,jangan perna mencoba aplikasi ini kalo gak mau duit kalian habis..
6/12/2025,Pengguna Google,5,good
6/12/2025,Pengguna Google,5,amazing modern
6/12/2025,Pengguna Google,5,bagus
6/12/2025,Pengguna Google,5,saya suka dengan pintu fitur-fitur berlimpah makin canggih dan nyaman
6/12/2025,Pengguna Google,5,Aplikasi Pintu beneran punya banyak fitur lho. Jual/beli crypto jadi gampang dan aman untuk bitcoin crypto wallet. @safriansyah.stipgk701
6/12/2025,Pengguna Google,5,kok tidak bisa daftar verifikasi ya kak. selalu eror waktu verifikasi
6/12/2025,Pengguna Google,5,"aplikasi pintu crypto memudahkan aku untuk mencoba pengalaman investasi crypto, apalagi aplikasinya gampang di pahami, cocok untuk orang awam dan masih pemula seperti aku. Pintu juga punya banyak fitur kayak earn dan tetap bisa jual beli bitcoin atau token lain dengan cepat. selain aplikasinya komunitas juga cukup aktif ngasih edukasi seputar crypto di discord atau telegram dan sering juga ada edukasi offline ke kampus. dan yang pasti banyak event lainnya dan banyak hadiahnya."
6/12/2025,Pengguna Google,5,sangat membantu
6/12/2025,Pengguna Google,5,masih pemula dalam dunia per cripto an tpi aplikasi pintu mudah dipahami dan fiturnya lengkap juga.
6/12/2025,Pengguna Google,5,"aplikasi kripto terbaik di indonesia, tapi ada bug di history referral, tidak bisa di scroll sampai bawah."
6/12/2025,Pengguna Google,5,mantap
6/12/2025,Pengguna Google,5,mantap
6/12/2025,Pengguna Google,5,"saya lagi belajar invest cripto ternyata aplikasi pintu sangat ramah buat pemula seperti saya semoga makin ramah buat pemula"" lain yg mau coba invest jangan ragu instal apl ini mantab banget karet dua @muhamadsidikpj112 #InvestasiCryptodiPintu gaspol to the moon"
6/12/2025,Pengguna Google,1,kenapa harus update jadi gak competibel dgn perangkat anda.
6/12/2025,Pengguna Google,3,good
6/12/2025,Pengguna Google,5,mantap tapi kadang agak lambat
6/12/2025,Pengguna Google,5,"⭐️⭐️⭐️⭐️⭐️ cocok untuk Pemula! aku masih baru di dunia kripto, tapi aplikasi Pintu membantu saya mulai Belajar Investasi Crypto tampilan aplikasinya sederhana dan mudah dipahami. ada fitur edukasi seperti artikel dan video yg ngebantu banget ngerti dasar2 crypto. proses deposit dan beli koin gampang, aku merasa aman karena aplikasinya sudah terdaftar di Bappebti. @98cahayanuraini #InvestasiCryptodiPintu"
6/12/2025,Pengguna Google,1,"jaringan lancar, buka you tube, Ig, tok dll lancar lancar aja, giliran buka ini apk ga bisa bisa, malah muncul pemberitahuan ""tidak ada koneksi internet"""
