Tanggal,Nama Pengguna,Rating,Reviews Text
6/16/2025 22:32,Sharifa Rustini,5,"Ini exchange pertama aku. Fitur yg paling aku suka adalah fitur open bid buy/sell, bermanfaat bgt bagi yg investor yg tdk bisa 24 jam on screen memantau harga. Semoga Indodax smkn baik sistem keamanannya, amin."
6/16/2025 20:18,Muhammad Indrawan,4,tolong perbaiki update pergerakan nya terlalu lemot dibanding aplikasi triv dan floq
6/16/2025 19:31,Rama Indrawan,4,"Indodax mudah digunakan cocok buat pemula di Indonesia. aset kripto yang cukup lengkap, Meski fitur trading dan analisisnya masih terbatas dibanding exchange global, keamanannya terjaga dan proses transaksi tergolong lancar."
6/16/2025 18:11,Tsaqif Habibi,5,aplikasinya mudah dipahami juga tersedia mode lite dan pro yang membuat lebih mudah untuk bertransaksi/membeli aset crypto. semoga indodax sukses untuk kedepannya. saran batasi chatroom yang suka ngespam.tapi dari itu semua indodax bisa di pertimbangkan untuk menyimpan #asetmasadepan.@TsaqifH
6/16/2025 17:54,Vickyrio,5,matap
6/16/2025 17:35,Afriyanti Hasyim,2,"ini kenapa ya saat mau jual/beli harus verifikasi wajah dlu. setelah selesai masih aja gak bisa dan harus verifikasi lagi sampe berulang-ulang ,tolong segera diperbaiki"
6/16/2025 17:22,kirana 125,5,sangat bagus
6/16/2025 15:22,Bagus Nurali,5,Untuk aplikasi ini mudah digunakan apalagi pemula yang ingin belajar crypto dengan harga yang murah. fitur nya juga banyak kalian bisa analisis dengan mudah.
6/16/2025 15:10,Edo Pratama,1,"Pencarian Dana hampir 3 milyar di tahan 1 minggu kan lawak, aplikasi tidak rekomen, sudah kirim bukti ke cs tapi responnya lambat"
6/16/2025 14:47,Erni Amat,1,indodax kenapa kode suruh kirim ke g mail kita buka gak bisa kecewa
6/16/2025 14:35,Sekuy Living,5,"Indodax itu aplikasi kripto lokal yang gampang banget dipakai, cocok buat pemula. Proses daftar dan verifikasinya cepat, bisa deposit pakai bank lokal atau e-wallet, dan pilihan koinnya lengkap banget. Tampilannya simpel, tapi fiturnya lengkap, plus ada sistem keamanan kayak verifikasi dua langkah dan notifikasi real-time. Pokoknya praktis dan aman buat mulai investasi kripto! @galasol"
6/16/2025 14:23,dodi syahputra,5,🤑🤑🤑
6/16/2025 14:07,rasyid wiraputra,4,harus d perbaiki ketika coin dalam maintance setidaknya tidak bisa untik bertransaksi
6/16/2025 14:06,BIMA LOKALITY,5,"Indodax adalah aplikasi crypto yang sangat mudah dipahami, cocok banget untuk pemula yang baru masuk ke dunia kripto. Tampilan antarmukanya simpel dan user-friendly, proses transaksi juga cepat dan jelas. Fitur-fiturnya lengkap, mulai dari jual beli crypto sampai fitur keamanan yang bikin nyaman. Recommended buat yang ingin belajar dan mulai investasi crypto dengan aman!"
6/16/2025 14:04,Bbbb,5,keren
6/16/2025 13:54,Anam Asyifa,5,mantap aplikasinya bung
6/16/2025 13:51,Nur rizal Muarif hidayat,5,"indodax aplikasi crypto bagus ini mah,sekali instal langsung cocok ama aplikasinya.buat setor & penarikan juga banyak pilihannya.buat yg udah berpengalaman/pun masi pemula juga bisa pakai,terlebih dipermudah dengan adanya 2 mode,mode lite buat pemula & mode pro buat yg berpengalaman.sipppp pokoknya mah😁👍.#Aset Masa Depan yang bisa diandalkan!@timothyronaldd"
6/16/2025 13:34,Agni Fitriani,1,saya deposit tapi depositnya hilang
6/16/2025 13:20,Jerry,1,"Aplikasi ini sangat mengecewakan. Tiba-tiba hilang tanpa pemberitahuan, dan aset saya, khususnya koin OBSR dinyatakan sedang maintenance, lalu menghilang begitu saja. Tidak ada transparansi, tidak ada komunikasi, dan tidak ada kejelasan bagi pengguna. Ini sangat merugikan dan tidak profesional. Harap berhati-hati bagi siapa pun yang ingin menggunakan aplikasi ini. Sangat tidak direkomendasikan."
6/16/2025 13:10,Mulyadi Saputro,5,"saya sebenarnya suka dengan aplikasi ini,dan ini pengalaman saya menggunakannya 1.Deposit dan penarikan kena biaya, deposit kena 2%,untuk penarikan min penarikan 100 RB dan terkena potongan 10 RB. 2.untuk penarikan sangat ribet harus memasukkan kode dari email dan Juga ke nomor wa,dan harus punya pulsa untuk bisa mengirim kembali kode (1 RB/kirim) 3.terbilang cepat untuk WDnya detik itu juga dah masuk rekening 4.siapapun yang bergabung semoga beruntung, 5.buat indodax ,,sukses dan berkembang"
6/16/2025 12:26,gelang novalang,1,jangan mau miskin dengan investasi disni
6/16/2025 11:57,Rudiana Rizqi123,5,aplikasi yg sangat cocok untuk pemula seperti saya karena fiturnya mudah dipahami dan lengkap🔥😁 #AsetMasaDepan Username indodax: RudianaRizqiA
6/16/2025 11:12,Puguh Suwanto,5,Baik untuk berinvestasi dan edukasi membantu bagi pemula
6/16/2025 10:59,sudirman sudirman,5,belum ada fitur sahamnya
6/16/2025 9:38,Deni JR,5,"pertama saya sudah pake aplikasi ini 3 tahunan , perkembangan apk ini juga tambah bagus dan dari dulu di indodax ini transaksi cepat tukar coin juga cepat grafiknya juga real-time , dan swap coin juga cepat , ya mudah2an di pertahankan sampai ke depannya ,INDODAX benar-benar #AsetMasaDepan yang benar2 bisa di andalkan trimakasih indodax semoga komitmen terus @denihebat"
6/16/2025 8:33,Adikputra Adikputra123,5,Beri pilihan transfer ke selain bank dan saham us hadirkan juga
6/16/2025 8:14,Herenimius Counter,5,Indodax itu aplikasi cripto yang bagus untuk pemula apalagi di jaman yang sudah modern ini crypto bukan sekedar lewat saja tetapi kripto juga aset keuangan dalam bentuk digital. Indodax juga mempunyai minimum transaksi yang sedikit jadi semua orang bisa mengunakan kripto. Jadi tunggu apa lagi kawan @theodore12 #AsetMasaDepan
6/16/2025 8:02,Ramli Gantarang,5,bagus
6/16/2025 7:37,Upto Date,2,knp jadi sering minta kode verifikasi saat mau buka apk merepotkan
6/16/2025 7:30,Afterlife,5,enak fitur lengkap transaksi cepat hehe siapa tau dapat reward dari indodax
6/16/2025 5:39,Mirza Naufal Ayyasy,5,sangat baik hingga aku tak bisa berkata apa-apa
6/16/2025 4:52,abdul aziz,1,kalian yang mau mendapat kan duit dari inves crypto udh gk usah fomo lu pada mending kerja yg bener crypto gk bikin keuangan lu membaik!!
6/16/2025 4:12,Leveling Monarch,1,aplikasinya ga jelas cok
6/16/2025 4:08,Muronime,3,"sumpah proses penarikan lama banget sedangkan proses pemasukan cepet aneh, malahan sering kali lagi urgent lagi"
6/16/2025 3:41,villa balidukuhsari,5,wah makasi indodax. kemarin hilang usdt pas maintenance jaringan tron...diminta data aku kasi..2 hari masuk ke akun setelah di cek data benar....cuman agak was2 karena indodax tak kasi estimasi...klu bisa kasi estimasi ya biar kita gak lemes nunggu...indodax emang top....makasi
6/16/2025 2:44,Mas Ibra,5,mantap sekali
6/16/2025 1:54,Ahmad Budiman,5,"pengalaman saya, selama memakai indodax, untuk tampilan dan fiturnya sangat mudah dan gampang, pelayanan serta jika ada problem CS nya ramah dan gercep,Gaspoll indodax#AsetMasaDepan Username Indodax :AhmadBudimanRambe"
6/16/2025 1:10,Wahyu Nugraha,3,bejir biaya penarikan lumayan besar ya
6/16/2025 0:35,Arief Vin,2,"deposit msh terlalu lama,blm berubah iddx🙏"
6/15/2025 22:59,Suyono 88,1,deposit nggak masuk masuk. BOSAN DENGAR KATA2 MASIH DALAM PENANGAN TIM TERKAIT.hari hari jawaban nya gitu doank...Bikin naik darah!
6/15/2025 22:34,Soniherawan Banten,5,ok
6/15/2025 22:24,Ndyaa Awalia,1,"Apasih min, lemot bngt transaksi btc sell or buy jadi rugi gua"
6/15/2025 22:18,Jho Yuda,5,sejauh ini platform yang paling rekomen sih INDODAX krna dari segi tampilan dan fitur lebih mudah di gunakan dan di akses pokoknya mntap INDODAX #Asetmasadepan
6/15/2025 22:10,Abdul Khair,5,"mau cari amanah aman bebas dari segala jenis penipuan untuk mncari cuan cari yg jlas2 sja langsung gasken aja ke indodax aplikasi no 1 terjlas terlengkap dan yg trpnting jurdil,,jujur n adil ##gaskenpilihindodax#"
6/15/2025 21:38,Arief Widyanto,4,"fee nya mahwalll, setiap pump mt"
6/15/2025 21:04,dimas ismail saleh kurniawan,5,top
6/15/2025 19:40,Taufik Sapalas,3,kenapa yah saya susah buat daftar akun
6/15/2025 19:24,Hisar Sihotang,5,inventasi semua bagus
6/15/2025 18:08,Robby Kurniawan,5,"Indodax luar biasa,Mudahnya investasi dengan mobile app INDODAX 3.0 versi Android Android aplikasi jual beli crypto masa kini yg menurut sya tampilan elegan dan sederhana tidak ribet sehingga milenial seperti sya bisa menggunakan aplikasi indodax dengan baik dan mudah, komposisi koin juga sangat bervariasi shg investor bsa memilih sesuai kebutuhan, transfer dana juga sgt mudah, semoga kedepan bsa dipertahankan shg makin dicintai para penggunanya Aamiin, Username INDODAX Robby1402 #AsetMasaDepan"
6/15/2025 17:32,Dhicki Hendriawan,4,mudah di pahami untuk orang yang baru terjun untuk membeli aset krypto.. ada mode lite dan pro ny
6/15/2025 17:26,Mulyadi,5,oke banget...simpel dan praktis
6/15/2025 16:24,kiok alfaris,5,kenapa app nya ngak bisa di buka
6/15/2025 15:39,5Y4H,1,deposit 100 gk masuk kocak udh bangkrut? masak kalah canggih sama judol benerin lagi system poke
6/15/2025 15:00,Ikka Dian Rianti Ikka,5,buat pemula mahh indodax aman bgt lah .mudah cepat & cuan
6/15/2025 14:04,ga ada nama ya,1,GAGAL MEMUAT TERUS
6/15/2025 13:53,firman bae,5,keren aplikasi nya
6/15/2025 13:47,Irfan Tompobalang,5,bagus sekali
6/15/2025 13:45,Pakoykun Channel,5,good
6/15/2025 13:40,gatotT Tot,5,tolong buat CEO indodax buat fitur deposit untk BRI DONG
6/15/2025 13:39,jermia kurniawan,5,"saya senang dg exchange ini, karena cepat saat deposit dan withdraw . aman dan sangat recommended"
6/15/2025 13:15,Catur Romadona,5,"untuk indodaxx udah bagusss bangett,tapi tolong dong kasih fitur,bisa widraw pakek danaa dam ewalet lainnyaaa"
6/15/2025 12:35,Windi Widiyantari,5,"Indodax adalah platform pertukaran cryptocurrency yang populer di Indonesia - Mudah digunakan - Fitur lengkap - Keamanan kuat - Dukungan pelanggan responsif - Biaya kompetitif Namun, beberapa pengguna melaporkan masalah teknis dan keterbatasan fitur. Secara keseluruhan, Indodax adalah platform yang solid untuk trading cryptocurrency di Indonesia."
6/15/2025 12:23,Bosskuspark,2,indodax sekarang fee nya minta ampun mahalnya..tarik aja semua dana kalaian.pindah di wallet yng lain
6/15/2025 11:15,Lutfi Zul,4,untuk penarikan uang tolong kasih dompet digital kasihan yg gak punya ATM
6/15/2025 10:33,BANYAK Orang YG SAKIT,5,aplikasi membantuku dalam menabung jangka panjang semoga suatu saat aplikasi indodax lebih berkembang dan lebih baik 😁
6/15/2025 9:58,Dennis Lesmana,5,"Gabung di Indodax sekarang! Aplikasi trading kripto lokal terpercaya sejak 2014. ✅ Cocok untuk pemula ✅ Support bank lokal & e-wallet ✅ Banyak pilihan koin dari yang top sampai yang baru rilis ✅ KYC mudah & transaksi cepat Yuk mulai investasi kripto dengan aman dan praktis di Indodax! 💸 Daftar sekarang, raih peluang cuan dari dunia kripto guess 🚀 @Dennislesmana"
6/15/2025 8:53,Jaka Permana,5,"bagus secara tampilan... mudah di pahami. untuk bug kadang masih ada.. log out sendiri..., semoga indodax jaya selalu dan sukses menjadi exchange yang di percaya leh masyrakat Indonesia yang amanah dan selalu membuat inovasi yang bagus..."
6/15/2025 8:34,Muhamad Raffi,4,"aplikasi yang sangat bagus dan keren cocok utk pemula dan banyak fiturnya,saranku kasih fitur qris biar bisa belanja apa beli barang pake aplikasi indodax jadi gausa susasah ke atm"
6/15/2025 8:18,Mizanur alam,5,"ini apk sangat bagus untuk investasi maupun pemula ataupun sudah jago pokoknya kalo mau investasi disini aja sekian, terima kasih"
6/15/2025 7:44,Haryanto Haryanto,5,Deteksi wajah berkali-kali
6/15/2025 6:56,Wawan Setiawan,5,aplikasi ini sangat bagus dan mudah bagi para investor baik modal kecil maupun besar dengan berbagai keuntungan yang signifikan .pokonya keren semoga berhasil jadi jutawan seluruh penggunanya. #AsetMasaDepan #indodax @W2ns
6/15/2025 6:39,Sugi Hardika,5,aplikasi exchange lokal terbaik🙏
6/15/2025 6:17,Khaerul Imam,1,"undang teman pakai referal dapet reward tapi saldo di wallet tidak berubah, sudah live chat tidak ada solusi"
6/15/2025 5:37,indar indar,5,sangat cocok dan puas
6/15/2025 5:25,Danu Wijayanto,5,"Aplikasi yang mudah di pahami bahkan untuk pemula sekalipun,karena ada 2 versi yaitu Lite dan Pro,tampilan yang sangat mudah di pahami dan cukup lengkap untuk mengontrol jumlah kripto yang kita miliki,thanks Indodax"
6/15/2025 5:10,Muhammad Nasier,5,"INDODAX Dompet Cripto yang terpercaya ,saya sudah 5 tahun mengunakan Aplikasi ini sampai sekarang aman-aman aja,,Saya berharap kedepannya ditambahin event atau hadiah yg lebih menarik biar pengguna puas menggunakan aplikasi ini..Selebihnya Thanks😘 Username: jonewin876 #8TahunIndodax"
6/15/2025 1:29,wahyu setio budi,5,"pertama kali menggunakan indodax, saya langsung terpikat! aplikasinya super user friendly. semoga kedepan indodax lebih baik lagi. overall ,indodax bener bener #asetmasadepan yang bisa diandalkan @whysetiab"
6/15/2025 0:56,Ali hakim,5,fiks gua saranin kalian invest disinii aja amanah bangett makasih admin💙
6/15/2025 0:48,babam forme,5,aplikasi sangat mudah dimengerti dan menguntungkan
6/15/2025 0:16,Rodul Asa,5,"Investasi yang Jelas Emas, di Bedoh-bodohin Crypto Aset ngak Jelas, Crypto Nazis Haram"
6/15/2025 0:09,VONNY _,5,bagus banhet
6/14/2025 23:54,queena indah,5,sangat bagus buat nabung jangka panjang🫰
6/14/2025 23:01,JITENG GAMING,5,manteb banget dah pokoknya apk ini un ; wijiteguh #AsetMasaDepan
6/14/2025 22:29,I Made Tediasbudhi,5,indodax is the best
6/14/2025 22:09,bicet jr,5,"menurut saya aplikasi Indodax adalah platform trading kripto terkemuka di Indonesia yang menawarkan berbagai fitur unggulan, termasuk antarmuka yang ramah pengguna, likuiditas tinggi, dan pilihan aset kripto yang luas,dengan fitur keamanan yang super ketat dan terjamin sangat aman,indodak juga sangat cocok untuk #AsetMasaDepan yang banyak diminati para trader. @Zzagby"
6/14/2025 21:54,Budi Mubarak,5,Indodax Mantap. Sangat terpercaya sebagai exchange crypto di indonesia.
6/14/2025 21:44,Astaroth Idle,1,"kronologi: teman gw punya hutang, mau bayar, dia mau bayar tapi gw suruh transfer ke akun indodax, sebelumnya dia tidak mau, tetapi karena dipaksa, akhirnya ditransfer, ternyata karena nama akun dan pengirim berbeda deposit tidak masuk, dana malah ingin di refund, semua data sudah di isi tetapi mentok karena tidak bisa menunjukkan bukti mutasi rekening, karena teman gw gak mau bikin akhirnya, tidak bisa di proses refund"
6/14/2025 21:44,penikmat y'tube,2,hanya disini maintenance koin paling cepat 3/4 hari dan paling lambat bisa sampai seminggu (mungkin bisa lebih lama) apk lain hanya butuh hitungan beberapa jam paling lambat 1/2 harian perbaiki kinerjanya agar lebih efisien dan tidak merugikan pengguna jangan hanya ingin cuannya saja dan 1 lagi saran saya carilah koin yg bagus jangan banyakin koin abal² dan gk jelas sebagai contoh koin ampas (aoa) stuck ditempat lebih dari 2bulan tapi masih dipiara
6/14/2025 21:38,Official Saya,3,lumayan bagus sih buat investasi aset
6/14/2025 21:29,Faisal Sall13,5,"Review Aplikasi Indodax – Platform Trading Crypto Terpercaya di Indonesia 🇮🇩 Saya sudah menggunakan aplikasi Indodax selama beberapa waktu, dan menurut saya ini adalah salah satu platform trading crypto terbaik dan terpercaya di Indonesia. Berikut beberapa alasan kenapa saya suka dengan Indodax: ✅ Legal dan Terdaftar di BAPPEBTI Indodax sudah terdaftar secara resmi dan diawasi oleh BAPPEBTI, jadi tidak perlu khawatir soal keamanannya. #ASETMASADEPAN #ANAKMUDABERSAMAINDODAK🔥🤟 #faisal"
6/14/2025 21:24,Henda Hendrawan,1,giliran mau profit..coin maintenen..kan babi
6/14/2025 20:29,Erwin S,5,nice
6/14/2025 20:28,Official Qryoz,5,"awalnya coba"" makin lama makin ketagihan"
6/14/2025 19:47,Adst Network,5,withdraw diindodax cepet banget sat set langsung masuk ke rekening mantap poll
6/14/2025 19:43,Byan Byan,5,saya suka aplikasinya👍
6/14/2025 19:37,Hani Ismaya,5,"sangat bagus, infonya selalu update..."
6/14/2025 19:30,Muhammad Nurcahya Nur,4,bagus
6/14/2025 19:30,Titin Ernita,1,lambat kali proses pembelian dan penjualan koin. koin yg dibeli secara urgent atau jual secara urgent benar² slow respon
6/14/2025 19:23,Riki Renaldi,5,sejak kenal indodax saya jadi tertarik dengan trading karena mudah dipahami dan apk bagus
6/14/2025 19:22,Manusia Halu,5,"Setelah menggunakan aplikasinya, saya bisa bilang kalau Indodax benar-benar cocok untuk pemula :• Mudah Digunakan Dari mulai pendaftaran, KYC, Top Up saldo, Beli coin semuanya mudah banget buat pemula ataupun trader berpengalaman • User Friendly Navigasi aplikasinya simpel dan enak dipakai, di Android maupun iOS. • Giveawaynya banyak Event giveawaynya banyak banget. Mau ngetik lebih banyak lagi karena saking banyaknya kelebihan indodax. tapi gabisa #AsetMasaDepan @Mqinun"
6/14/2025 19:19,Holidi lidi,5,"Terimakasih indodax ,indodax merupakan suatu penstabil mata uang yang berpengaruh d suatu pasar ! ....."
6/14/2025 19:15,uhong,5,mantep sihh apk nya
6/14/2025 19:09,Ikhwann anas,5,good
6/14/2025 18:58,Didik Galib,5,"Sebagai pengguna baru, saya cukup terkesan dengan Indodax. Aplikasinya sangat ramah untuk pemula, navigasinya mudah dipahami, dan proses registrasi serta verifikasinya juga cepat. Fitur charting cukup responsif, cocok buat saya yang sedang belajar analisis teknikal dari awal. Notifikasi harga real-time juga, overall indodax beber- bener #asetmasadepan yang bisa diandalkan ⭐️⭐️⭐️⭐️⭐️ @force_toffu"
6/14/2025 18:49,Alfan Masud,5,"mudah dan simple,fitur depositnya banyak sukses selalu indodax🥰"
6/14/2025 18:49,Diki,5,"Pertama kali menggunakan indodax, saya langsung terpikat! Aplikasinya super - friendly, tampilan antarmuka bersih dan intuitif, lengkap dengan real time market info yang akurat, charting yang responsif, pilihan order yang cepat, dan notifikasi yang membantu saya menangkap peluang. Indodax The best trading app yang pernah saya temukan!! Go Indodax!! @Diki2094 #AsetMasaDepan"
6/14/2025 18:46,Arief Safutra,5,bagus bangett indodax
6/14/2025 18:43,Roberto Simamora,5,"App nya sangat mudah digunakan, dan sangat membantu untuk melakukan transaksi trading"
6/14/2025 18:38,Alpi anoor 41,5,pokok mantap lh
6/14/2025 18:36,Munawwar Umar,5,mantap
6/14/2025 18:33,Edho Fia,5,Luar biasa sangat membantu
6/14/2025 18:31,Ryan I H,5,"Indodax adalah pelopor crypto exchange di Indonesia yang terus konsisten memberi layanan terbaik. Sebagai pengguna sejak awal, saya puas dengan keamanan, kecepatan transaksi, dan pilihan aset yang terus bertambah. Dukungan CS-nya juga responsif banget. Bangga punya platform lokal sekelas ini! 🇮🇩✨ username: ryanih #AsetMasaDepan"
6/14/2025 18:26,Arip Jamjami,5,relate buat investasi
6/14/2025 18:16,Dariyus828,5,"Pertama kali menggunakan indodax, saya langsung terpikat! aplikasinya super user friendly tampilan antarmuka bersih dan ontuitif, lengkap dengan chartingnya responsif, piliham order cepat, dan notifikasi harga sangat membantu saya menangkap peluang. portofolio saya jadi mudah di pantau, semoga kedepan ada opsi grafik interaktif dan darkmode yang lebih lembut dimata. overall, indodax bener-bener #asetmasadepan yang bisa diandalkan. @Dazz"
6/14/2025 18:02,Abiel Khairulloh wiguna,5,keren
6/14/2025 17:59,Zhio 1708,5,"aplikasi yang sangat bagus,sangat membantu untuk pemula"
6/14/2025 17:59,Edi Supriatna,5,"Muantaaaap....semua fitur mudah dipahami tampilan lebih elegan widraw tidak pake lama,keren indodax👍👍👍👍👍"
6/14/2025 17:43,Luck,5,"exchange indodax bagus buat kalian yang masih pemula dalam berinvestasi crypto, sudah banyak orang-orang yang pakai aplikasi ini dan terbukti aplikasi bagus apalagi aplikasi ini sudah di terdaftar di badan negara seperti BAPPEPTI dan OJK jadi dijamin aman ya"
6/14/2025 17:33,uzumaki naruto offical,5,"aplikasi yang sangat bagus,saya jadi bisa membeli dan menjual bitcoin disini.dan banyak pilihan crypto yang menarik,semoga indodax sukses selalu.@ginomugino628"
6/14/2025 17:20,Zhon,5,terima kasih indodax saya masih pemula dan ga tau sama sekali tentang dunia investasi tapi indodax sangat mudah dan gampang banget
6/14/2025 17:10,Muhammad pajrin Hasanuddin,5,apk indodax sangat mudah digunakan apalagi untuk pemula. tidak percaya? coba saja. yang paling penting TERPERCAYA dan TERJAMIN keamanannya.
6/14/2025 17:03,Juan Lae,5,pakai Indodax dari 2016.. Indodax lebih mudah di mengerti akun Indodax Juanlae
6/14/2025 17:01,Kerto aji,5,"Aplikasi Indodax sangat mudah digunakan, aman, dan lengkap! Proses deposit/withdraw cepat, fitur trading lengkap, dan dukungan CS-nya sangat responsif. Recommended banget buat pemula dan trader berpengalaman!"
6/14/2025 17:00,Rdino Ken,5,saya sangat suka dengan indodax.. sangat puas. mudah buat transaksi.
6/14/2025 16:58,Putu Edy Suryawan,5,deposit & penarikan cepat dgn system' keamanan yg aman ... rekomended utk investasi berbagai coin via Indodax
6/14/2025 16:55,Nurhalisa Lisa,5,"aplikasi indodax ini sangat baik untuk di gunakan,apk keuangan ini jga aman bgt trus transaksi nya cepet,the best ini mah indodax🥰"
6/14/2025 16:53,Dhy Ruddin,5,"Masyaallah, jujur min saya pertama kali pakai aplikasi indodax sangat nyaman sekali dengan aplikasinya, aplikasinya sangat membantu saya untuk cepat di mengerti, terutama fitur-fiturnya semua lengkap membantu sekali, untuk portofolio enak di lihat dan di gunakan, semoga indodax dan kru2 lainnya semakin sukses kedepannya. sekali lagi best for indodax application forever #AsetMasaDepan BISMILLAH @AdhyRuddin"
6/14/2025 16:53,Perdana Cigar,5,"INDODAX FRIENDLY, SIMPLE, FAST, EASY, Good RESPONSIBILITY"
6/14/2025 16:52,Irene Putri,5,TERBAIK
6/14/2025 16:51,saya roni,2,"aset saya hilang semua, akun pun hilang, kecewa"
6/14/2025 16:46,Lestari Hijau,4,"tolong dong masa mau akun harus verifikasi lagi sih,mana ngirim kode verifikasinya ke email lama lagi sampe wkt habis harus ngulang lagi akhirnya ga bisa karena banyak permintaan kode"
6/14/2025 16:44,Adi Apriyane,5,"mantap apk nya gak rugi download nya, mundah di pelajari buat pemula"
6/14/2025 16:38,ris na,5,"aplikasi nya bagus, exchange yg simple juga dimengerti buat pemula cocok la buat starter anak' muda yg mau belajar investasi di Criptocurency"
6/14/2025 16:37,Petrus Komar,4,"untuk apk nya bagus banget, itu aja KLO menurut gua no komen lh, ga ada kendala"
6/14/2025 16:37,amri ibdraseta,5,"pertama kali pake,... mantap, baru skli wd.."
